Country Name,Country Code,Series Name,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Thailand,THA,GDP (current US$),126669211778.94,126392224253.794,120296476180.402,134300904400.022,152280615245.887,172895685154.658,189318408468.595,221758296021.621,262942621455.053,291382982430.951,281710630187.319,341104766329.17,370818739623.622,397558325278.579,420333654592.547,407339040197.651,401296238228.084,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500461898480.246,506256494297.34,495645210972.751,514944993833.578
Thailand,THA,"Population, total",62442651,63066603,63649892,64222580,64776956,65311166,65821360,66319525,66826754,67328239,67813654,68270489,68712846,69157023,69578602,69960943,70294397,70607037,70898202,71127802,71307763,71475664,71601103,71697030,71801279
Timor-Leste,TLS,GDP (current US$),225357600,366924300,477443500,469455500,490439100,440772000,462268000,453792400,542795400,648523600,726937800,881909300,1042534600,1160555000,1395727400,1447535200,1595205100,1652603700,1598208400,1566157200,2027034000,2162619200,3621958000,3204753000,2243142908.46161
Timor-Leste,TLS,"Population, total",866649,878360,893001,909639,926721,945989,969313,994564,1019362,1043076,1065540,1088486,1112976,1137676,1161555,1184830,1205813,1224562,1243235,1261845,1280438,1299995,1320942,1341296,1360596
Togo,TGO,GDP (current US$),2226577203.96429,2106848752.25468,2093498674.44312,2410199032.43261,2987984050.94186,3191561508.73414,3221910408.43007,3320907721.81095,3759964943.40568,4578849658.06066,4721890900.13889,4746389531.71369,5422442166.41062,5413544658.5045,6021732977.26811,6393318261.86007,5755461035.44333,6071170959.12093,6387422517.69225,7029300383.08031,6992700101.37188,7400284167.78479,8342243645.94438,8169476148.95692,9171261835.06264
Togo,TGO,"Population, total",4867941,5008035,5145426,5281538,5421001,5565218,5711597,5874240,6047537,6222482,6398624,6571855,6748672,6926635,7106229,7288383,7473229,7661354,7852795,8046679,8243094,8442580,8644829,8848699,9053799
Tonga,TON,GDP (current US$),199208717.501913,204848487.806485,181117230.406546,182764280.828501,202246591.215502,230657627.231323,261803684.241754,292230662.399012,298519024.14082,344436582.075764,312377678.83941,366832215.189578,414533117.692299,470705196.432659,450650633.04135,439877614.419206,437003078.563584,420548712.433288,460374354.847247,488906838.594866,512053692.078675,484796854.918756,469228219.665791,500274898.085221,..
Tonga,TON,"Population, total",101982,102603,103210,103804,104410,105036,105633,106190,106638,106932,107144,107383,107611,107502,107089,106626,106122,105707,105415,105150,104951,105254,106017,106858,107773
Tunisia,TUN,GDP (current US$),22943202174.9668,21473528160.7782,22065832448.8623,23141616604.5242,27453902261.4629,31183885241.4396,32272186694.8043,34376664600.5898,38915353866.757,44859439902.2191,43455740497.3061,46206091937.9628,48123325825.0739,47311401812.6733,48685446413.953,50271812920.612,45779494041.9295,44360072680.4476,42163530590.9462,42686580020.8322,41905540184.424,42491816475.7118,46812290143.344,44579761022.8993,48529595416.6533
Tunisia,TUN,"Population, total",9788067,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314,12161723,12262946,12356117,12458223
Turkiye,TUR,GDP (current US$),256395932738.435,274294623164.043,201753123806.695,240249071871.106,314595572145.767,408865430220.331,506314717661.655,557076157773.479,681321124295.914,770449132861.373,649289324627.732,776967266305.53,838785289694.35,880555885492.269,957799120008.32,938934609296.966,864313810469.009,869682881593.041,858988492853.742,778972199727.859,761005946788.221,720338498174.744,819865253669.661,907118435952.688,1108022373259.51
Turkiye,TUR,"Population, total",63185615,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85326000
Turkmenistan,TKM,GDP (current US$),2450564100.18292,2904663310.9825,3534772732.39746,4462029108.72349,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,12664165103.1895,19271523178.8079,20214385964.9123,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45232857142.8571,45818000000,50007428571.4286,56542857142.8571,59887334844.0651
Turkmenistan,TKM,"Population, total",4501079,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420,6250438,6341855,6430770,6516100
Turks and Caicos Islands,TCA,GDP (current US$),..,..,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1028941663.2,1128749004.5304,1177285211.72521,774653669.315186,1045782453.5755,1228794382.95121,1402054390.94734
Turks and Caicos Islands,TCA,"Population, total",17984,18744,19578,20598,21739,22869,23995,25128,26268,27422,28581,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080,44276,45114,45703,46062
Tuvalu,TUV,GDP (current US$),14800503.2582747,15073975.5349377,13964732.327114,16842672.5952874,19456338.0318228,22798274.9795551,22909979.8163078,24096875.4635825,28450168.692765,31874434.857882,28076983.9703819,32105408.4771121,39196957.4908996,39345579.4723758,38615890.6320745,38760982.6540096,36811936.0824587,41629064.2232388,45276595.3533146,48015259.8751356,54123198.5662913,51746594.3148543,60196405.7138393,59065982.0873657,62280311.5852172
Tuvalu,TUV,"Population, total",9640,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956,11069,11204,11312,11396
Uganda,UGA,GDP (current US$),5998563257.94659,6193246837.09687,5840503868.51573,6178563591.12051,6606884275.23087,7939487547.77384,9239221763.05793,9977647682.96954,11902564494.8833,14440404132.2047,25127805566.6584,26673441430.7857,27871725241.4723,27305915910.7877,28915786516.6123,32612397257.4458,32387183730.1002,29203988696.2626,30744473841.424,32927025619.6795,35348155095.4215,37600368239.8824,40529788744.0595,45565333216.4142,49272882213.623
Uganda,UGA,"Population, total",23279247,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080,44404611,45853778,47249585,48582334
Ukraine,UKR,GDP (current US$),31580639553.8298,32375083934.8241,39309580983.2282,43956163612.0433,52010355753.0461,67220154164.3166,89238865118.5263,111884752475.248,148733861386.139,188110390659.515,121552153444.124,141209170427.233,169333835201.554,182591753827.949,190498811460.028,133503871861.723,91030967789.0717,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,178757021386.809
Ukraine,UKR,"Population, total",49674000,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45167350,45038236,44880758,44690584,44474512,44207754,43848986,38000000,37000000
United Arab Emirates,ARE,GDP (current US$),84445473110.9598,104337372362.151,103311640571.818,109816201497.617,124346358066.712,147824370319.946,180617467964.602,222116541865.214,257916133424.098,315474615738.598,253547358747.447,300189052688.904,360832739550.715,384610125391.423,400218529748.128,414105366752.893,370275469571.137,369255326235.534,390516804029.952,427049432157.931,417989721742.682,349473015330.157,415178792756.978,507063968277.74,504173451327.434
United Arab Emirates,ARE,"Population, total",3097563,3275333,3454198,3633655,3813443,3993339,4280993,4898954,5872624,6988685,7992644,8481771,8575205,8664969,8751847,8835951,8916899,8994263,9068296,9140169,9211657,9287289,9365145,9441129,9516871
United Kingdom,GBR,GDP (current US$),1687830448147.55,1665534876683.31,1649827263567.01,1785729916067.15,2054422857142.86,2421525082387.4,2543180000000,2708441582336.71,3090510204081.63,2929411764705.88,2412840006231.5,2485482596184.71,2663805834828.07,2707089726614.64,2784853502534.29,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2697806592293.86,3141506156618.7,3088839763445.02,3340032380668.04
United Kingdom,GBR,"Population, total",58682466,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67081234,67026292,67791000,68350000
United States,USA,GDP (current US$),9631172000000,10250952000000,10581929000000,10929108000000,11456450000000,12217196000000,13039197000000,13815583000000,14474228000000,14769862000000,14478067000000,15048971000000,15599732000000,16253970000000,16880683000000,17608138000000,18295019000000,18804913000000,19612102000000,20656516000000,21521395000000,21322950000000,23594031000000,25744108000000,27360935000000
United States,USA,"Population, total",279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,331526933,332048977,333271411,334914895
Uruguay,URY,GDP (current US$),23983945190.6202,22823270892.1094,20898761742.2386,13606515722.5864,12045638351.8507,13686329890.1191,17362857683.8545,19741420739.8901,23797773024.3992,31119602538.8322,32708319077.5179,41950361211.9581,50342406067.0777,54232266358.7811,61337621933.7857,61496186973.902,57680327998.6689,57480788380.312,65006047680.3225,65344408987.1965,62222387928.9932,53668636567.8667,60760798595.5436,70164683290.3776,77240831587.167
Uruguay,URY,"Population, total",3278963,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409,3429086,3426260,3422794,3423108
Uzbekistan,UZB,GDP (current US$),17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,22311393927.8817,29549438883.8338,33689223673.2577,49765676402.4495,60178909297.208,67517349212.0609,73180037914.9104,80845385809.4529,86196264755.3105,86138288644.171,62081322740.0162,52870108214.6742,60283503705.3907,60224701296.7885,69600614987.3509,81140823252.4164,90889149306.7313
Uzbekistan,UZB,"Population, total",24311650,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,34915100,35648100,36412350
Vanuatu,VUT,GDP (current US$),268006972.690296,272014627.835262,257926881.72043,262596535.549028,314471413.001776,364996869.129618,394962433.029368,439358586.535588,516392922.513728,590748429.401902,592622319.145664,670712979.682038,770153588.218833,747839697.746593,758304466.245339,772315983.81843,730870802.967051,780889605.899977,880061833.690341,914736985.430944,936526267.622513,909421043.508407,950394006.532514,1022219297.50335,1126313359.21923
Vanuatu,VUT,"Population, total",187432,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404,311685,319137,326740,334506
"Venezuela, RB",VEN,GDP (current US$),97972842461.5131,117146466002.661,122911036746.729,92893587733.6549,83620628582.1082,112451400424.964,145513489651.872,183477522123.894,230364012575.687,315953388510.678,329787628928.471,393192354510.653,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Population, total",23966960,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683,28490453,28199867,28301696,28838499
Viet Nam,VNM,GDP (current US$),28683659006.7752,31172518403.3162,32685198808.5549,35064105500.8344,39552513231.9169,45427854693.2554,57633255738.1992,66371664817.0436,77414425532.2452,99130304099.1274,106014659565.214,147201173196.979,172595049183.925,195590661129.249,213708811665.34,233451469642.519,239258328381.741,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366474752771.009,410324028883.325,429716969049.593
Viet Nam,VNM,"Population, total",78123713,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716,96648685,97468029,98186856,98858950
West Bank and Gaza,PSE,GDP (current US$),4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000,17396300000
West Bank and Gaza,PSE,"Population, total",2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775
"Yemen, Rep.",YEM,GDP (current US$),7639325295.88287,9679316770.18633,9852990692.98714,10693430511.4664,11777532662.0499,13867634371.4773,16731566717.1888,19063143369.858,21650528674.0933,26910855807.288,25130278212.5575,30906749533.221,32726417878.391,35401331609.5916,40415233436.1767,43228585321.3272,42444490073.8555,31317825274.1507,26842229044.5848,21606160663.0318,..,..,..,..,..
"Yemen, Rep.",YEM,"Population, total",18114552,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691,32284046,32981641,33696614,34449825
Zambia,ZMB,GDP (current US$),3404284890.5306,3600632111.41414,4094441301.21423,4193850445.42632,4901869764.05957,6221110219.45542,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311507273.6735,23308667781.2258,18137764931.2808,22096416932.0089,29163782140.4858,28162630953.9285
Zambia,ZMB,"Population, total",9621238,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477,18927715,19473125,20017675,20569737
Zimbabwe,ZWE,GDP (current US$),6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890936.6523,34156069918.0609,21832234925.5021,21509698406.1116,28371238665.5116,27366627153.0954,26538273498.8461
Zimbabwe,ZWE,"Population, total",11716454,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608,15669666,15993524,16320537,16665409
